# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun 20 19:26:42 2024
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbsmaxstr not null
# CONSTRAINT:  and st_lumstr not null)
#
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.
# COLUMN pl_masselim:    Planet Mass [Earth Mass] Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
#
pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_lum,st_lumerr1,st_lumerr2,st_lumlim
5.23989100,0.00009900,-0.00009900,0,0.061500,0.004000,-0.004000,0,,,,,,,,,0.000000,,,0,,,,,1.22,0.09,-0.09,0,1.13,0.22,-0.22,0,0.190,0.060,-0.060,0
283.80000000,12.70000000,-0.10000000,0,0.950000,0.060000,-0.080000,0,,,,,,,,,0.442000,0.040000,-0.389000,0,,,,,11.16,0.45,-0.38,0,1.41,0.34,-0.35,0,1.790,0.045,-0.043,0
10.18271000,0.00004000,-0.00004000,0,0.113000,0.009000,-0.013000,0,3.200,0.100,-0.100,0,,,,,0.200000,0.200000,-0.100000,0,88.200,1.100,-0.700,0,1.19,0.06,-0.06,0,1.21,0.06,-0.06,0,0.281,0.009,-0.009,0
1143.00000000,14.00000000,-14.00000000,0,1.970000,,,0,,,,,,,,,0.200000,0.010000,-0.010000,0,,,,,,,,,0.78,,,0,-0.161,,,0
1056.40000000,14.30000000,-14.30000000,0,2.500000,0.100000,-0.100000,0,,,,,,,,,0.260000,0.100000,-0.100000,0,,,,,8.03,0.49,-0.49,0,1.94,0.07,-0.07,0,1.581,,,0
466.63000000,1.47000000,-1.28000000,0,1.330000,0.080000,-0.110000,0,,,,,,,,,0.360000,0.060000,-0.110000,0,,,,,65.80,,,0,1.40,0.30,-0.30,0,2.701,,,0
2615.00000000,85.00000000,-77.00000000,0,3.900000,0.160000,-0.160000,0,,,,,1086.97315,444.95977,-266.97586,0,0.200000,0.160000,-0.140000,0,54.000,23.000,-19.000,0,9.85,0.23,-0.23,0,1.15,0.12,-0.12,0,1.647,0.032,-0.034,0
613.20000000,5.80000000,-5.80000000,0,1.700000,0.100000,-0.100000,0,,,,,,,,,0.240000,0.180000,-0.180000,0,,,,,39.00,5.00,-5.00,0,1.80,0.20,-0.20,0,2.453,,,0
263.30000000,2.30000000,-2.30000000,0,0.710000,0.010000,-0.010000,0,,,,,,,,,0.610000,0.110000,-0.110000,0,,,,,0.65,0.10,-0.10,0,0.70,0.10,-0.10,0,-1.046,,,0
1657.00000000,48.00000000,-48.00000000,0,2.430000,0.060000,-0.060000,0,,,,,,,,,0.320000,0.060000,-0.060000,0,,,,,0.65,0.10,-0.10,0,0.70,0.10,-0.10,0,-1.046,,,0
610.20000000,3.80000000,-3.80000000,0,1.600000,0.100000,-0.100000,0,,,,,,,,,0.280000,0.120000,-0.120000,0,,,,,25.11,1.20,-1.20,0,1.49,0.18,-0.18,0,2.464,,,0
109.75000000,0.40000000,-0.37000000,0,0.510900,0.008100,-0.008300,0,11.209,0.336,-0.336,0,2542.62726,317.82841,-317.82841,0,0.395000,0.037000,-0.039000,0,90.000,0.150,-0.180,0,1.49,0.05,-0.05,0,1.47,0.07,-0.07,0,0.583,0.006,-0.006,0
937.70000000,15.60000000,-15.60000000,0,1.650000,,,0,,,,,,,,,0.230000,0.030000,-0.030000,0,,,,,,,,,0.68,,,0,-0.540,,,0
496.90000000,2.30000000,-2.30000000,0,1.169000,0.068000,-0.068000,0,,,,,,,,,0.085000,0.033000,-0.033000,0,,,,,0.84,0.06,-0.06,0,0.85,0.11,-0.10,0,-0.372,0.013,-0.013,0
1405.00000000,45.00000000,-45.00000000,0,2.480000,,,0,,,,,,,,,0.300000,0.100000,-0.100000,0,,,,,1.38,0.08,-0.07,0,1.19,0.05,-0.05,0,0.360,,,0
1622.10000000,2.10000000,-2.10000000,0,2.900000,0.140000,-0.140000,0,,,,,,,,,0.374300,0.005300,-0.005300,0,,,,,1.34,0.05,-0.05,0,1.24,0.18,-0.18,0,0.330,0.030,-0.030,0
1627.50000000,5.90000000,-5.90000000,0,2.708000,0.007000,-0.007000,0,,,,,,,,,0.370000,0.010000,-0.010000,0,,,,,1.33,0.05,-0.05,0,1.24,0.02,-0.02,0,0.328,0.031,-0.034,0
1270.20000000,193.50000000,-94.90000000,0,2.430000,0.240000,-0.120000,0,,,,,,,,,0.220000,0.250000,-0.120000,0,,,,,1.35,0.07,-0.06,0,1.12,0.16,-0.15,0,0.337,0.014,-0.012,0
223.41000000,0.32000000,-0.32000000,0,0.774000,0.038000,-0.038000,0,,,,,,,,,0.193000,0.038000,-0.038000,0,,,,,1.34,0.05,-0.05,0,1.24,0.18,-0.18,0,0.330,0.030,-0.030,0
170.45500000,3.28500000,-6.20500000,0,0.639000,0.007000,-0.017000,0,,,,,,,,,0.420000,0.200000,-0.420000,0,,,,,1.35,0.07,-0.06,0,1.12,0.16,-0.15,0,0.337,0.014,-0.012,0
223.60000000,0.60000000,-0.60000000,0,0.721000,0.001000,-0.001000,0,,,,,,,,,0.240000,0.050000,-0.050000,0,,,,,1.33,0.05,-0.05,0,1.24,0.02,-0.02,0,0.328,0.031,-0.034,0
670.00000000,11.00000000,-11.00000000,0,1.780000,0.050000,-0.050000,0,,,,,,,,,0.054000,,,0,,,,,4.60,0.10,-0.10,0,1.58,0.11,-0.11,0,1.053,0.019,-0.020,0
25.82700000,0.01900000,-0.01900000,0,0.176000,0.010000,-0.010000,0,,,,,,,,,0.420000,0.170000,-0.170000,0,,,,,1.18,0.08,-0.04,0,1.10,0.15,-0.13,0,0.213,0.012,-0.015,0
6.13498500,0.00002900,-0.00003000,0,0.070710,0.000990,-0.001100,0,12.733,0.325,-0.314,0,688.41633,23.51930,-25.10844,0,0.314000,0.017000,-0.017000,0,88.880,0.770,-0.970,0,2.10,0.05,-0.05,0,1.25,0.05,-0.06,0,0.618,0.035,-0.036,0
6.13498470,0.00000200,-0.00000200,0,0.086350,0.000570,-0.000570,0,12.061,0.392,-0.392,0,725.28442,14.30228,-14.30228,0,0.316000,0.020000,-0.020000,0,89.160,0.570,-0.650,0,1.99,0.07,-0.07,0,1.35,0.01,-0.01,0,0.646,0.002,-0.002,0
1945.00000000,26.00000000,-26.00000000,0,3.160000,0.190000,-0.190000,0,,,,,,,,,0.041000,0.047000,-0.047000,0,,,,,2.01,0.10,-0.09,0,0.91,0.12,-0.11,0,0.459,0.007,-0.011,0
37.91000000,0.04100000,-0.04100000,0,0.229000,0.013000,-0.013000,0,,,,,,,,,0.300000,0.170000,-0.170000,0,,,,,2.01,0.10,-0.09,0,0.91,0.12,-0.11,0,0.459,0.007,-0.011,0
2142.00000000,9.00000000,-9.00000000,0,4.210000,0.170000,-0.190000,0,,,,,2034.10180,921.70238,-603.87397,0,0.483000,0.027000,-0.029000,0,38.000,22.000,-12.000,0,10.37,0.82,-0.80,0,2.16,0.28,-0.27,0,1.738,0.068,-0.064,0
2082.00000000,24.00000000,-35.00000000,0,4.300000,,,0,,,,,,,,,0.660000,0.140000,-0.100000,0,,,,,9.12,0.65,-0.61,0,2.39,0.06,-0.30,0,1.640,,,0
63.33000000,0.03000000,-0.03000000,0,0.330000,,,0,,,,,,,,,0.030000,0.010000,-0.010000,0,,,,,,,,,1.18,,,0,0.190,,,0
559.40000000,1.30000000,-1.30000000,0,1.370000,,,0,,,,,,,,,0.460000,0.010000,-0.010000,0,,,,,,,,,1.09,0.03,-0.03,0,0.037,,,0
557.04000000,0.35000000,-0.35000000,0,1.372000,0.083000,-0.083000,0,,,,,,,,,0.455300,0.005500,-0.005500,0,,,,,1.05,0.07,-0.07,0,1.11,0.20,-0.20,0,0.060,0.060,-0.060,0
4.15470000,0.00050000,-0.00050000,0,0.050000,,,0,,,,,,,,,0.270000,0.120000,-0.120000,0,,,,,,,,,1.09,0.03,-0.03,0,0.037,,,0
4.15514000,0.00026000,-0.00026000,0,0.052400,0.003100,-0.003100,0,,,,,,,,,0.049000,0.038000,-0.038000,0,,,,,1.05,0.07,-0.07,0,1.11,0.20,-0.20,0,0.060,0.060,-0.060,0
3008.00000000,202.00000000,-202.00000000,0,4.200000,,,0,,,,,,,,,0.280000,0.120000,-0.120000,0,,,,,,,,,1.09,0.03,-0.03,0,0.037,,,0
2835.00000000,7.90000000,-7.90000000,0,4.060000,0.250000,-0.250000,0,,,,,,,,,0.117200,0.005600,-0.005600,0,,,,,1.05,0.07,-0.07,0,1.11,0.20,-0.20,0,0.060,0.060,-0.060,0
262.70900000,0.08300000,-0.08300000,0,0.831000,0.048000,-0.048000,0,,,,,,,,,0.376800,0.007700,-0.007700,0,,,,,1.21,0.07,-0.03,0,1.00,0.13,-0.12,0,0.133,0.010,-0.010,0
262.70900000,0.08300000,-0.08300000,0,0.807900,0.005200,-0.005200,0,,,,,,,,,0.376800,0.007700,-0.007700,0,,,,,1.11,0.08,-0.08,0,1.02,0.02,-0.02,0,0.063,0.063,-0.063,0
262.53000000,0.27000000,-0.27000000,0,0.831000,0.048000,-0.048000,0,,,,,,,,,0.361000,0.011000,-0.011000,0,,,,,1.21,0.07,-0.03,0,1.00,0.13,-0.12,0,0.133,0.010,-0.010,0
1708.00000000,14.00000000,-14.00000000,0,2.900000,0.170000,-0.170000,0,,,,,,,,,0.031000,0.022000,-0.022000,0,,,,,1.21,0.07,-0.03,0,1.00,0.13,-0.12,0,0.133,0.010,-0.010,0
1708.00000000,14.00000000,-14.00000000,0,2.814500,0.023800,-0.023800,0,,,,,,,,,0.031000,0.022000,-0.022000,0,,,,,1.11,0.08,-0.08,0,1.02,0.02,-0.02,0,0.063,0.063,-0.063,0
1679.00000000,29.00000000,-29.00000000,0,2.860000,0.170000,-0.170000,0,,,,,,,,,0.017000,0.029000,-0.029000,0,,,,,1.21,0.07,-0.03,0,1.00,0.13,-0.12,0,0.133,0.010,-0.010,0
1244.00000000,17.00000000,-17.00000000,0,2.350000,0.020000,-0.020000,0,,,,,,,,,0.410000,0.100000,-0.100000,0,,,,,1.09,0.06,-0.06,0,1.15,0.03,-0.03,0,0.083,0.063,-0.074,0
298.20000000,1.60000000,-1.60000000,0,0.870000,0.030000,-0.030000,0,,,,,,,,,0.570000,0.080000,-0.080000,0,,,,,0.85,0.02,-0.02,0,0.65,0.05,-0.05,0,-0.444,0.012,-0.012,0
883.00000000,29.00000000,-29.00000000,0,2.090000,0.070000,-0.070000,0,,,,,,,,,0.163000,0.073000,-0.073000,0,,,,,4.30,0.10,-0.10,0,1.61,0.11,-0.11,0,0.991,0.022,-0.023,0
974.00000000,39.00000000,-39.00000000,0,1.980000,,,0,,,,,,,,,0.340000,0.090000,-0.090000,0,,,,,1.35,0.08,-0.07,0,1.03,0.16,-0.09,0,0.260,0.010,-0.013,0
1544.00000000,34.00000000,-34.00000000,0,2.620000,0.040000,-0.040000,0,,,,,,,,,0.220000,0.090000,-0.090000,0,,,,,1.30,0.07,-0.04,0,1.23,0.22,-0.15,0,0.374,0.019,-0.014,0
3.26960000,0.00010000,-0.00010000,0,0.044400,0.001300,-0.001400,0,,,,,,,,,0.450000,0.040000,-0.040000,0,,,,,,,,,1.09,,,0,0.158,0.006,-0.006,0
1291.56460000,48.03330000,-44.21970000,0,2.392800,0.092900,-0.095100,0,,,,,,,,,0.110000,0.130000,-0.070000,0,,,,,,,,,1.09,,,0,0.158,0.006,-0.006,0
12.08900000,0.00160000,-0.00150000,0,0.104600,0.002300,-0.002400,0,,,,,,,,,0.092000,0.054000,-0.053000,0,,,,,1.16,0.04,-0.04,0,1.05,0.07,-0.06,0,0.065,0.026,-0.019,0
58.88300000,0.04100000,-0.03900000,0,0.300700,0.006600,-0.006900,0,,,,,,,,,0.055000,0.062000,-0.040000,0,,,,,1.16,0.04,-0.04,0,1.05,0.07,-0.06,0,0.065,0.026,-0.019,0
966.50000000,5.30000000,-6.90000000,0,1.941000,0.043000,-0.046000,0,,,,,,,,,0.092000,0.045000,-0.045000,0,,,,,1.16,0.04,-0.04,0,1.05,0.07,-0.06,0,0.065,0.026,-0.019,0
4.32030000,0.00051000,-0.00047000,0,0.052700,0.001100,-0.001200,0,,,,,,,,,0.200000,0.140000,-0.130000,0,,,,,1.16,0.04,-0.04,0,1.05,0.07,-0.06,0,0.065,0.026,-0.019,0
26.91500000,0.01600000,-0.01600000,0,0.178400,0.003900,-0.004100,0,,,,,,,,,0.081000,0.100000,-0.059000,0,,,,,1.16,0.04,-0.04,0,1.05,0.07,-0.06,0,0.065,0.026,-0.019,0
258.19000000,0.07000000,-0.07000000,0,0.810000,0.020000,-0.020000,0,,,,,,,,,0.233000,0.002000,-0.002000,0,,,,,1.25,0.04,-0.04,0,1.10,0.07,-0.04,0,0.255,0.033,-0.035,0
5000.00000000,400.00000000,-400.00000000,0,5.800000,0.500000,-0.500000,0,,,,,,,,,0.120000,0.020000,-0.020000,0,,,,,1.25,0.04,-0.04,0,1.10,0.07,-0.04,0,0.255,0.033,-0.035,0
11.57797000,0.00008000,-0.00013000,0,0.096400,0.002800,-0.002800,0,1.664,0.043,-0.043,0,4.72000,0.42000,-0.42000,0,0.000000,,,0,88.490,0.170,-0.150,0,1.06,0.02,-0.02,0,0.87,0.04,-0.04,0,0.016,0.024,-0.025,0
11.58240000,0.00240000,-0.00250000,0,0.093400,0.003700,-0.004000,0,,,,,,,,,0.140000,0.080000,-0.080000,0,,,,,,,,,0.81,,,0,-0.004,0.004,-0.004,0
11.57779000,0.00091000,-0.00110000,0,0.096900,0.001900,-0.001700,0,1.482,0.058,-0.056,0,4.62000,0.45000,-0.44000,0,0.079000,0.068000,-0.053000,0,88.860,0.540,-0.300,0,1.01,0.02,-0.02,0,0.91,0.06,-0.05,0,0.034,0.034,-0.034,0
27.59221000,0.00011000,-0.00011000,0,0.172100,0.005000,-0.005000,0,2.916,0.075,-0.073,0,11.24000,0.65000,-0.63000,0,0.000000,,,0,88.571,0.042,-0.045,0,1.06,0.02,-0.02,0,0.87,0.04,-0.04,0,0.016,0.024,-0.025,0
27.59090000,0.00280000,-0.00310000,0,0.172900,0.003400,-0.003000,0,2.608,0.078,-0.077,0,11.29000,0.73000,-0.69000,0,0.037000,0.039000,-0.026000,0,88.658,0.055,-0.057,0,1.01,0.02,-0.02,0,0.91,0.06,-0.05,0,0.034,0.034,-0.034,0
27.58210000,0.00890000,-0.00860000,0,0.166600,0.006600,-0.007200,0,,,,,,,,,0.040000,0.050000,-0.030000,0,,,,,,,,,0.81,,,0,-0.004,0.004,-0.004,0
107.63000000,0.18000000,-0.19000000,0,0.428500,0.008500,-0.007600,0,,,,,,,,,0.075000,0.085000,-0.053000,0,,,,,1.01,0.02,-0.02,0,0.91,0.06,-0.05,0,0.034,0.034,-0.034,0
107.59830000,0.27960000,-0.26690000,0,0.412800,0.016300,-0.017500,0,,,,,,,,,0.090000,0.100000,-0.070000,0,,,,,,,,,0.81,,,0,-0.004,0.004,-0.004,0
107.24500000,0.05000000,-0.05000000,0,0.425000,0.012000,-0.012000,0,2.562,0.088,-0.079,0,8.82000,0.93000,-0.92000,0,0.000000,,,0,89.730,0.140,-0.090,0,1.06,0.02,-0.02,0,0.87,0.04,-0.04,0,0.016,0.024,-0.025,0
464.30000000,3.20000000,-3.20000000,0,1.320000,0.030000,-0.030000,0,,,,,,,,,0.255000,0.041000,-0.041000,0,,,,,3.40,0.10,-0.10,0,1.33,0.09,-0.09,0,0.833,0.031,-0.033,0
330.00000000,2.00000000,-4.00000000,0,0.890000,0.020000,-0.020000,0,,,,,,,,,0.360000,0.120000,-0.120000,0,,,,,0.82,,,0,0.86,,,0,-0.337,,,0
19.38200000,0.00600000,-0.00600000,0,0.154000,0.002500,-0.002500,0,,,,,,,,,0.020000,0.018000,-0.018000,0,,,,,1.67,0.10,-0.10,0,1.29,0.04,-0.04,0,0.602,,,0
931.00000000,17.00000000,-17.00000000,0,2.030000,0.040000,-0.040000,0,,,,,,,,,0.120000,0.020000,-0.020000,0,,,,,1.67,0.10,-0.10,0,1.29,0.04,-0.04,0,0.602,,,0
4218.00000000,388.00000000,-388.00000000,0,5.150000,0.290000,-0.290000,0,,,,,,,,,0.020000,0.050000,-0.050000,0,,,,,1.23,0.06,-0.06,0,1.02,0.02,-0.02,0,0.196,0.037,-0.041,0
11.53533000,0.00079000,-0.00080000,0,0.109700,0.001100,-0.001300,0,11.500,0.280,-0.303,0,131.89945,6.35660,-6.35660,0,0.251000,0.020000,-0.019000,0,88.990,0.670,-0.730,0,2.34,0.05,-0.06,0,1.32,0.04,-0.05,0,0.660,0.014,-0.015,0
11.53660000,0.00030000,-0.00030000,0,0.100300,0.004200,-0.004500,0,11.467,0.146,-0.146,0,116.64361,6.99226,-7.31009,0,0.216000,0.027000,-0.026000,0,88.700,0.900,-1.000,0,2.34,0.02,-0.02,0,1.26,0.03,-0.03,0,0.635,0.019,-0.020,0
1455.00000000,13.00000000,-12.00000000,0,3.400000,0.100000,-0.100000,0,,,,,,,,,0.533000,0.043000,-0.047000,0,,,,,12.40,1.10,-1.10,0,2.40,0.20,-0.20,0,1.898,0.061,-0.072,0
2744.00000000,16.00000000,-14.00000000,0,5.150000,0.140000,-0.150000,0,,,,,4862.77463,1970.53612,-1430.22783,0,0.650000,0.027000,-0.028000,0,39.000,28.000,-13.000,0,12.40,1.10,-1.10,0,2.40,0.20,-0.20,0,1.898,0.061,-0.072,0
94.35000000,0.05900000,-0.05900000,0,0.422500,0.000180,-0.000180,0,,,,,,,,,0.040000,0.030000,-0.030000,0,,,,,1.46,0.15,-0.15,0,1.14,0.08,-0.08,0,0.201,0.095,-0.122,0
202.08000000,0.09900000,-0.09900000,0,0.702300,0.000230,-0.000230,0,,,,,,,,,0.050000,0.013000,-0.013000,0,,,,,1.46,0.15,-0.15,0,1.14,0.08,-0.08,0,0.201,0.095,-0.122,0
1070.35000000,8.17800000,-8.17800000,0,2.134800,0.010860,-0.010860,0,,,,,,,,,0.060000,0.029000,-0.029000,0,,,,,1.46,0.15,-0.15,0,1.14,0.08,-0.08,0,0.201,0.095,-0.122,0
3717.35000000,555.08100000,-555.08100000,0,4.896800,0.461220,-0.461220,0,,,,,,,,,0.000000,,,0,,,,,1.46,0.15,-0.15,0,1.14,0.08,-0.08,0,0.201,0.095,-0.122,0
653.22000000,1.21000000,-1.21000000,0,1.520000,,,0,,,,,,,,,0.410000,0.010000,-0.010000,0,,,,,,,,,1.10,,,0,0.068,,,0
653.22000000,1.21000000,-1.21000000,0,1.487700,0.009700,-0.009700,0,,,,,,,,,0.410000,0.010000,-0.010000,0,,,,,0.99,0.06,-0.06,0,1.03,0.02,-0.02,0,0.022,0.073,-0.073,0
1928.00000000,53.00000000,-39.00000000,0,3.030000,0.050000,-0.050000,0,,,,,,,,,0.530000,0.230000,-0.180000,0,,,,,,,,,0.99,,,0,0.004,,,0
1299.00000000,48.00000000,-48.00000000,0,2.770000,0.090000,-0.090000,0,,,,,,,,,0.090000,,,0,,,,,5.20,0.10,-0.10,0,1.69,0.12,-0.12,0,1.130,0.016,-0.016,0
386.30000000,1.60000000,-1.60000000,0,1.050000,,,0,,,,,,,,,0.500000,,,0,,,,,,,,,1.03,,,0,0.060,,,0
1046.20000000,3.20000000,-3.20000000,0,1.980000,0.070000,-0.070000,0,,,,,,,,,0.193000,0.015000,-0.015000,0,,,,,0.99,0.08,-0.08,0,0.95,0.05,-0.05,0,-0.092,0.031,-0.033,0
103.95000000,0.13000000,-0.13000000,0,0.450000,0.004000,-0.004000,0,,,,,,,,,0.307000,0.017000,-0.017000,0,,,,,1.14,,,0,1.12,0.03,-0.03,0,0.193,0.045,-0.050,0
176.13000000,0.18000000,-0.20000000,0,0.762000,0.001000,-0.001000,0,,,,,,,,,0.111000,0.039000,-0.040000,0,,,,,9.90,0.50,-0.50,0,1.90,0.30,-0.30,0,1.655,0.072,-0.087,0
176.30000000,0.39000000,-0.39000000,0,0.760000,,,0,,,,,,,,,0.112000,0.035000,-0.035000,0,,,,,9.90,0.50,-0.50,0,1.90,0.30,-0.30,0,1.655,0.072,-0.087,0
5.77270000,0.00250000,-0.00250000,0,0.063438,0.000018,-0.000018,0,,,,,,,,,0.140000,0.190000,-0.190000,0,,,,,1.11,0.04,,0,1.02,0.10,,0,0.075,0.006,,0
86.78000000,0.16000000,-0.15000000,0,0.323000,0.005000,-0.006000,0,,,,,,,,,0.070000,0.040000,-0.040000,0,,,,,,,,,0.60,0.07,-0.07,0,-0.971,0.058,-0.067,0
86.54000000,0.07000000,-0.06000000,0,0.319300,0.000200,-0.000200,0,,,,,,,,,0.010000,0.120000,-0.010000,0,,,,,0.57,0.06,-0.06,0,0.58,0.08,-0.08,0,-1.097,0.051,-0.058,0
528.40000000,6.30000000,-6.30000000,0,1.320000,,,0,,,,,,,,,0.260000,0.050000,-0.050000,0,,,,,,,,,1.11,,,0,-0.010,,,0
116.59600000,0.02300000,-0.02300000,0,0.522000,0.018000,-0.018000,0,,,,,,,,,0.207000,0.013000,-0.013000,0,,,,,2.29,0.10,-0.10,0,1.38,0.05,-0.05,0,0.777,0.043,-0.047,0
491.54000000,0.79000000,-0.79000000,0,1.360000,0.050000,-0.050000,0,,,,,,,,,0.230000,0.030000,-0.030000,0,,,,,2.29,0.10,-0.10,0,1.38,0.05,-0.05,0,0.777,0.043,-0.047,0
1027.00000000,28.00000000,-28.00000000,0,2.450000,0.040000,-0.050000,0,,,,,,,,,0.520000,0.040000,-0.090000,0,,,,,1.21,0.03,-0.03,0,1.22,,,0,0.250,,,0
328.55000000,0.41000000,-0.41000000,0,0.993000,0.066000,-0.066000,0,,,,,,,,,0.587000,0.026000,-0.026000,0,,,,,1.34,0.10,-0.10,0,1.21,0.24,-0.24,0,0.330,0.070,-0.070,0
5062.00000000,114.00000000,-114.00000000,0,6.150000,0.500000,-0.500000,0,,,,,,,,,0.125000,0.017000,-0.017000,0,,,,,1.34,0.10,-0.10,0,1.21,0.24,-0.24,0,0.330,0.070,-0.070,0
331.50000000,3.00000000,-3.00000000,0,0.930000,0.010000,-0.010000,0,,,,,,,,,0.160000,0.080000,-0.080000,0,,,,,3.22,0.20,-0.20,0,1.45,0.06,-0.06,0,0.780,0.050,-0.060,0
2.87589110,,,0,0.043200,0.002400,-0.002400,0,,,,,,,,,0.051000,0.019000,-0.019000,0,,,,,1.50,0.09,-0.09,0,1.30,0.22,-0.22,0,0.440,0.050,-0.050,0
2.87598000,,,0,0.043130,0.000650,-0.000560,0,7.331,0.673,-0.504,0,114.10097,6.99226,-6.67443,0,,,,,90.000,0.000,-3.000,0,1.37,0.12,-0.08,0,1.29,0.06,-0.05,0,0.386,0.086,-0.068,0
2.87660000,0.00100000,-0.00100000,0,0.042000,,,0,8.127,0.560,-0.560,0,,,,,0.000000,,,0,85.300,1.000,-1.000,0,1.45,0.10,-0.10,0,1.30,0.10,-0.10,0,0.430,0.070,-0.090,0
4.07200000,0.70000000,-0.70000000,0,0.053000,,,0,,,,,,,,,0.016000,0.010000,-0.010000,0,,,,,1.49,0.10,-0.10,0,1.21,0.10,-0.10,0,0.378,,,0
4.07182000,0.00001000,-0.00001000,0,0.053000,0.002900,-0.002900,0,,,,,,,,,0.016700,0.004000,-0.004000,0,,,,,1.44,0.08,-0.08,0,1.20,0.20,-0.20,0,0.350,0.050,-0.050,0
562.00000000,8.00000000,-8.00000000,0,1.400000,0.100000,-0.100000,0,,,,,,,,,0.200000,0.100000,-0.100000,0,,,,,16.20,0.40,-0.40,0,1.30,0.10,-0.10,0,1.982,0.005,-0.005,0
431.80000000,3.50000000,-3.50000000,0,1.310000,0.030000,-0.030000,0,,,,,,,,,0.101000,0.037000,-0.037000,0,,,,,4.50,0.10,-0.10,0,1.61,0.11,-0.11,0,1.064,0.018,-0.019,0
2899.00000000,52.00000000,-52.00000000,0,3.980000,0.150000,-0.150000,0,,,,,,,,,0.520000,0.020000,-0.020000,0,,,,,1.15,0.13,-0.13,0,1.10,0.05,-0.05,0,0.107,0.051,-0.058,0
689.00000000,13.00000000,-13.00000000,0,1.480000,0.040000,-0.040000,0,,,,,,,,,0.074000,,,0,,,,,4.80,0.10,-0.10,0,0.93,0.07,-0.07,0,1.173,0.017,-0.018,0
4.75642000,0.00021000,-0.00020000,0,0.052450,0.000850,-0.000720,0,1.699,0.062,-0.059,0,7.20000,0.81000,-0.81000,0,0.170000,0.090000,-0.090000,0,88.360,0.360,-0.300,0,0.84,0.02,-0.02,0,0.85,0.04,-0.03,0,-0.326,0.021,-0.023,0
17.17840000,0.00160000,-0.00150000,0,0.123500,0.002000,-0.001700,0,2.522,0.106,-0.102,0,8.79000,1.68000,-1.68000,0,0.190000,0.100000,-0.100000,0,88.413,0.055,-0.054,0,0.84,0.02,-0.02,0,0.85,0.04,-0.03,0,-0.326,0.021,-0.023,0
499.40000000,3.60000000,-3.60000000,0,1.280000,0.010000,-0.010000,0,,,,,,,,,0.340000,0.021000,-0.021000,0,,,,,1.34,,,0,1.12,0.03,-0.03,0,0.346,0.032,-0.035,0
