# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jun 26 12:55:39 2024
#
# User preference: *
#
# CONSTRAINT:  order by pl_name desc
#
# COLUMN pl_name:        Planet Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_trandep:     Transit Depth [%]
# COLUMN pl_trandeperr1: Transit Depth Upper Unc. [%]
# COLUMN pl_trandeperr2: Transit Depth Lower Unc. [%]
# COLUMN pl_trandeplim:  Transit Depth Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
#
pl_name,sy_snum,sy_pnum,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ttv_flag,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_dist,sy_disterr1,sy_disterr2
Kepler-286 c,1,4,0,3.46809500,0.00002300,-0.00002300,0,0.042000,,,0,1.370,0.270,-0.270,0,0.122,0.024,-0.024,0,2.45000,,,0,0.00771,,,0,M-R relationship,5.240000,,,0,0.000000,,,0,384.29,81.45,-63.48,0,1098,,,0,89.280,,,0,0,0.024390,0.001330,-0.001330,0,,5580.00,131.00,-131.00,0,0.86,0.17,-0.17,0,0.96,0.04,-0.04,0,-0.120,0.110,-0.112,0,[Fe/H],-0.116,,,0,4.50,0.15,-0.15,0,1226.8500000,116.7100000,-98.4100000
Kepler-286 b,1,4,0,1.79630200,0.00000900,-0.00000900,0,0.027000,,,0,1.240,0.250,-0.250,0,0.111,0.022,-0.022,0,2.07000,,,0,0.00651,,,0,M-R relationship,5.970000,,,0,0.000000,,,0,925.92,196.25,-152.94,0,1367,,,0,89.880,,,0,0,0.021090,0.001090,-0.001090,0,,5580.00,131.00,-131.00,0,0.86,0.17,-0.17,0,0.96,0.04,-0.04,0,-0.120,0.110,-0.112,0,[Fe/H],-0.116,,,0,4.50,0.15,-0.15,0,1226.8500000,116.7100000,-98.4100000
Kepler-285 c,1,2,0,6.18667600,0.00005900,-0.00005900,0,0.064000,,,0,1.120,0.490,-0.490,0,0.100,0.044,-0.044,0,1.46000,,,0,0.00459,,,0,M-R relationship,5.710000,,,0,0.000000,,,0,137.07,7.33,-6.91,0,851,,,0,89.950,,,0,0,0.020260,0.001540,-0.001540,0,,5411.00,200.00,-200.00,0,0.81,0.35,-0.35,0,0.82,0.06,-0.03,0,0.160,0.150,-0.150,0,[Fe/H],-0.279,,,0,4.58,0.30,-0.30,0,824.3100000,16.0010000,-15.4130000
Kepler-285 b,1,2,0,2.63386700,0.00001200,-0.00001200,0,0.036000,,,0,1.340,0.580,-0.580,0,0.120,0.052,-0.052,0,2.36000,,,0,0.00742,,,0,M-R relationship,5.390000,,,0,0.000000,,,0,428.41,22.90,-21.59,0,1131,,,0,88.820,,,0,0,0.025980,0.001260,-0.001260,0,,5411.00,200.00,-200.00,0,0.81,0.35,-0.35,0,0.82,0.06,-0.03,0,0.160,0.150,-0.150,0,[Fe/H],-0.279,,,0,4.58,0.30,-0.30,0,824.3100000,16.0010000,-15.4130000
Kepler-284 c,1,2,0,37.51445600,0.00035000,-0.00035000,0,0.213000,,,0,2.610,1.180,-1.180,0,0.233,0.105,-0.105,0,7.32000,,,0,0.02300,,,0,M-R relationship,2.260000,,,0,0.000000,,,0,9.04,0.95,-0.86,0,478,,,0,89.600,,,0,0,0.093500,0.003460,-0.003460,0,,5615.00,200.00,-200.00,0,0.81,0.36,-0.36,0,0.92,0.04,-0.04,0,0.140,0.150,-0.150,0,[Fe/H],-0.341,,,0,4.58,0.30,-0.30,0,1031.9500000,33.3500000,-31.3600000
Kepler-284 b,1,2,0,12.69914900,0.00007100,-0.00007100,0,0.104000,,,0,2.240,0.980,-0.980,0,0.200,0.087,-0.087,0,5.65000,,,0,0.01780,,,0,M-R relationship,2.760000,,,0,0.000000,,,0,38.37,4.02,-3.64,0,686,,,0,88.510,,,0,0,0.079740,0.002950,-0.002950,0,,5615.00,200.00,-200.00,0,0.81,0.36,-0.36,0,0.92,0.04,-0.04,0,0.140,0.150,-0.150,0,[Fe/H],-0.341,,,0,4.58,0.30,-0.30,0,1031.9500000,33.3500000,-31.3600000
Kepler-283 c,1,2,0,92.74371100,0.00141300,-0.00141300,0,0.341000,,,0,1.820,0.120,-0.120,0,0.162,0.011,-0.011,0,3.97000,,,0,0.01250,,,0,M-R relationship,3.620000,,,0,0.000000,,,0,0.95,0.04,-0.04,0,240,,,0,89.990,,,0,1,0.110510,0.006510,-0.006510,0,,4351.00,100.00,-100.00,0,0.57,0.02,-0.02,0,0.60,0.01,-0.01,0,-0.170,0.091,-0.124,0,[Fe/H],-0.983,0.047,-0.053,0,4.72,0.15,-0.15,0,468.0940000,7.9400000,-7.6840000
Kepler-283 b,1,2,0,11.00815100,0.00002900,-0.00002900,0,0.082000,,,0,2.130,0.260,-0.260,0,0.190,0.023,-0.023,0,5.18000,,,0,0.01630,,,0,M-R relationship,2.950000,,,0,0.000000,,,0,16.26,0.72,-0.69,0,488,,,0,89.970,,,0,0,0.146250,0.004000,-0.004000,0,,4351.00,100.00,-100.00,0,0.57,0.02,-0.02,0,0.60,0.01,-0.01,0,-0.170,0.091,-0.124,0,[Fe/H],-0.983,0.047,-0.053,0,4.72,0.15,-0.15,0,468.0940000,7.9400000,-7.6840000
Kepler-282 e,1,4,0,44.34700000,,,0,0.226900,,,0,3.100,1.260,-0.250,0,0.277,0.112,-0.022,0,56.20000,16.20000,-16.70000,0,0.17700,0.05100,-0.05300,0,Mass,10.400000,,,0,0.000000,,,0,24.11,1.94,-1.77,0,484,,,0,89.700,,,0,1,0.079170,0.002060,-0.002060,0,,5699.00,67.97,-57.53,0,0.89,0.36,-0.07,0,0.97,0.10,-0.12,0,-0.250,0.132,-0.132,0,[Fe/H],0.106,,,0,4.53,0.03,-0.30,0,1337.6100000,44.6100000,-41.8700000
Kepler-282 d,1,4,0,24.80600000,,,0,0.154000,,,0,2.460,1.000,-0.200,0,0.219,0.089,-0.018,0,61.00000,35.90000,-36.10000,0,0.19200,0.11300,-0.11400,0,Mass,22.500000,,,0,0.000000,,,0,52.35,4.20,-3.84,0,588,,,0,89.990,,,0,1,0.062440,0.001650,-0.001650,0,,5699.00,67.97,-57.53,0,0.89,0.36,-0.07,0,0.97,0.10,-0.12,0,-0.250,0.132,-0.132,0,[Fe/H],0.106,,,0,4.53,0.03,-0.30,0,1337.6100000,44.6100000,-41.8700000
Kepler-282 c,1,4,0,13.63872300,0.00049100,-0.00049100,0,0.106000,,,0,1.200,0.290,-0.290,0,0.107,0.026,-0.026,0,1.87000,,,0,0.00588,,,0,M-R relationship,5.950000,,,0,0.000000,,,0,116.12,9.32,-8.52,0,717,,,0,89.690,,,0,0,0.016270,0.001320,-0.001320,0,,5602.00,155.00,-155.00,0,0.90,0.21,-0.21,0,0.79,0.06,-0.04,0,-0.250,0.132,-0.132,0,[Fe/H],0.106,,,0,4.46,0.15,-0.15,0,1337.6100000,44.6100000,-41.8700000
Kepler-282 b,1,4,0,9.22052400,0.00034100,-0.00034100,0,0.082000,,,0,1.010,0.250,-0.250,0,0.090,0.022,-0.022,0,1.01000,,,0,0.00317,,,0,M-R relationship,5.390000,,,0,0.000000,,,0,195.94,15.73,-14.38,0,817,,,0,89.850,,,0,0,0.014000,0.001160,-0.001160,0,,5602.00,155.00,-155.00,0,0.90,0.21,-0.21,0,0.79,0.06,-0.04,0,-0.250,0.132,-0.132,0,[Fe/H],0.106,,,0,4.46,0.15,-0.15,0,1337.6100000,44.6100000,-41.8700000
Kepler-281 d,1,3,0,148.27200320,,,0,0.545600,,,0,5.937,,,0,0.530,,,0,29.50000,,,0,0.09300,,,0,M-R relationship,0.774000,,,0,0.000000,,,0,2.51,1.93,-0.66,0,321,,,0,89.660,,,0,0,0.170740,0.008490,-0.008490,0,,5717.00,156.00,-173.00,0,0.88,0.23,-0.08,0,0.98,0.10,-0.11,0,0.000,0.250,-0.300,0,[Fe/H],0.146,,,0,4.54,0.04,-0.19,0,1745.4500000,104.7700000,-93.7300000
Kepler-281 c,1,3,0,36.33737300,0.00011100,-0.00011100,0,0.215000,,,0,5.310,2.060,-2.060,0,0.474,0.184,-0.184,0,24.40000,,,0,0.07690,,,0,M-R relationship,0.896000,,,0,0.000000,,,0,35.20,4.71,-4.03,0,513,,,0,88.170,,,0,0,0.282840,0.003250,-0.003250,0,,5723.00,200.00,-200.00,0,0.90,0.35,-0.35,0,0.95,0.06,-0.06,0,0.020,0.139,-0.194,0,[Fe/H],0.146,,,0,4.53,0.30,-0.30,0,1745.4500000,104.7700000,-93.7300000
Kepler-281 b,1,3,0,14.64600800,0.00013900,-0.00013900,0,0.117000,,,0,2.820,1.120,-1.120,0,0.252,0.100,-0.100,0,8.35000,,,0,0.02630,,,0,M-R relationship,2.050000,,,0,0.000000,,,0,118.25,15.80,-13.55,0,694,,,0,88.090,,,0,0,0.059350,0.002150,-0.002150,0,,5723.00,200.00,-200.00,0,0.90,0.35,-0.35,0,0.95,0.06,-0.06,0,0.020,0.139,-0.194,0,[Fe/H],0.146,,,0,4.53,0.30,-0.30,0,1745.4500000,104.7700000,-93.7300000
Kepler-280 c,1,2,0,4.80709100,0.00000900,-0.00000900,0,0.056000,,,0,2.010,0.970,-0.970,0,0.179,0.087,-0.087,0,4.70000,,,0,0.01480,,,0,M-R relationship,3.180000,,,0,0.000000,,,0,279.08,10.03,-9.68,0,1088,,,0,86.650,,,0,0,0.045050,0.001890,-0.001890,0,,5744.00,200.00,-200.00,0,0.89,0.43,-0.43,0,0.96,0.05,-0.05,0,0.121,0.013,-0.013,0,[M/H],-0.064,,,0,4.54,0.30,-0.30,0,780.3610000,11.3020000,-11.3020000
Kepler-280 b,1,2,0,2.13954200,0.00000600,-0.00000600,0,0.032000,,,0,1.450,0.700,-0.700,0,0.129,0.062,-0.062,0,2.70000,,,0,0.00849,,,0,M-R relationship,4.870000,,,0,0.000000,,,0,821.89,29.54,-28.51,0,1425,,,0,87.190,,,0,0,0.026610,0.000630,-0.000630,0,,5744.00,200.00,-200.00,0,0.89,0.43,-0.43,0,0.96,0.05,-0.05,0,0.121,0.013,-0.013,0,[M/H],-0.064,,,0,4.54,0.30,-0.30,0,780.3610000,11.3020000,-11.3020000
Kepler-28 c,1,2,0,8.98580000,,,0,0.081000,,,0,3.400,,,0,0.303,,,0,432.23000,,,1,1.36000,,,1,Mass,1.764357,0.606498,-0.496225,0,0.017000,0.023000,-0.014000,0,35.90,1.21,-1.18,0,509,,,0,89.980,,,0,1,0.090530,0.001640,-0.001640,0,M0 V,4590.00,,,0,0.70,,,0,0.75,,,0,0.340,,,0,[M/H],-0.745,,,0,4.29,,,0,438.3590000,4.6705000,-4.6705000
Kepler-28 b,1,2,0,5.91230000,,,0,0.062000,,,0,3.600,,,0,0.321,,,0,479.90000,,,1,1.51000,,,1,Mass,1.185427,0.374926,-0.303249,0,0.000000,,,0,62.58,2.11,-2.05,0,585,,,0,89.510,,,0,1,0.106290,0.001550,-0.001550,0,M0 V,4590.00,,,0,0.70,,,0,0.75,,,0,0.340,,,0,[M/H],-0.745,,,0,4.29,,,0,438.3590000,4.6705000,-4.6705000
Kepler-279 d,1,3,0,54.41400000,,,0,0.290100,,,0,3.100,1.240,-0.300,0,0.277,0.111,-0.027,0,37.50000,5.50000,-4.50000,0,0.11800,0.01700,-0.01400,0,Mass,0.300000,0.200000,-0.200000,0,0.000000,,,0,35.74,1.64,-1.56,0,574,,,0,87.090,,,0,1,0.059800,0.001560,-0.001560,0,,6689.45,19.88,-19.88,0,1.07,0.43,-0.10,0,1.10,0.16,-0.13,0,-0.114,0.019,-0.019,0,[M/H],0.519,,,0,4.42,0.05,-0.28,0,1037.4000000,21.5500000,-21.5500000
Kepler-279 c,1,3,0,35.73600000,,,0,0.223600,,,0,4.300,1.720,-0.410,0,0.384,0.153,-0.037,0,49.40000,7.20000,-5.90000,0,0.15500,0.02300,-0.01900,0,Mass,0.300000,0.200000,-0.200000,0,0.000000,,,0,60.16,2.77,-2.63,0,774,,,0,87.090,,,0,1,0.079150,0.001130,-0.001130,0,,6689.45,19.88,-19.88,0,1.07,0.43,-0.10,0,1.10,0.16,-0.13,0,-0.114,0.019,-0.019,0,[M/H],0.519,,,0,4.42,0.05,-0.28,0,1037.4000000,21.5500000,-21.5500000
Kepler-279 b,1,3,0,12.30968100,0.00005100,-0.00005100,0,0.112000,,,0,3.620,0.710,-0.710,0,0.323,0.063,-0.063,0,12.80000,,,0,0.04010,,,0,M-R relationship,1.480000,,,0,0.000000,,,0,249.02,11.46,-10.88,0,1104,,,0,83.920,,,0,1,0.037910,0.000770,-0.000770,0,,6363.00,259.00,-259.00,0,1.75,0.32,-0.32,0,1.16,0.13,-0.11,0,-0.114,0.019,-0.019,0,[M/H],0.519,,,0,4.05,0.15,-0.15,0,1037.4000000,21.5500000,-21.5500000
Kepler-278 c,1,2,0,51.07877500,0.00089000,-0.00089000,0,0.294000,,,0,3.590,0.430,-0.430,0,0.320,0.038,-0.038,0,12.60000,,,0,0.03960,,,0,M-R relationship,1.500000,,,0,0.510000,0.190000,-0.120000,0,49.15,1.65,-1.59,0,702,,,0,89.070,,,0,1,0.014150,0.000620,-0.000620,0,,4991.00,75.00,-75.00,0,2.94,0.07,-0.07,0,1.08,0.07,-0.07,0,0.271,0.005,-0.005,0,[M/H],0.620,0.010,-0.010,0,3.62,0.04,-0.04,0,443.0300000,6.2675000,-6.2675000
Kepler-278 b,1,2,0,30.16054600,0.00031100,-0.00031100,0,0.207000,,,0,4.070,0.160,-0.160,0,0.363,0.014,-0.014,0,15.60000,,,0,0.04900,,,0,M-R relationship,1.270000,,,0,0.040000,0.330000,-0.040000,0,99.27,3.33,-3.20,0,836,,,0,87.470,,,0,1,0.017590,0.000580,-0.000580,0,,4991.00,75.00,-75.00,0,2.94,0.07,-0.07,0,1.08,0.07,-0.07,0,0.271,0.005,-0.005,0,[M/H],0.620,0.010,-0.010,0,3.62,0.04,-0.04,0,443.0300000,6.2675000,-6.2675000
Kepler-277 c,1,2,0,33.00600000,,,0,0.212900,,,0,3.360,0.830,-0.720,0,0.300,0.074,-0.064,0,64.20000,18.10000,-15.70000,0,0.20200,0.05700,-0.04900,0,Mass,9.300000,,,0,0.000000,,,0,83.90,3.27,-3.14,0,778,,,0,89.330,,,0,1,0.027810,0.000760,-0.000760,0,,5946.00,56.00,-56.00,0,1.69,0.42,-0.36,0,1.12,0.19,-0.11,0,0.100,0.107,-0.083,0,[Fe/H],0.568,0.022,-0.022,0,4.03,0.17,-0.13,0,976.6430000,15.7380000,-15.2540000
Kepler-277 b,1,2,0,17.32400000,,,0,0.138500,,,0,2.920,0.730,-0.630,0,0.261,0.065,-0.056,0,87.30000,41.70000,-39.90000,0,0.27500,0.13100,-0.12600,0,Mass,19.300000,,,0,0.000000,,,0,198.25,7.72,-7.43,0,964,,,0,86.030,,,0,1,0.024130,0.000530,-0.000530,0,,5946.00,56.00,-56.00,0,1.69,0.42,-0.36,0,1.12,0.19,-0.11,0,0.100,0.107,-0.083,0,[Fe/H],0.568,0.022,-0.022,0,4.03,0.17,-0.13,0,976.6430000,15.7380000,-15.2540000
Kepler-276 d,1,3,0,48.64800000,,,0,0.264200,,,0,2.800,1.230,-0.270,0,0.250,0.110,-0.024,0,16.30000,5.00000,-4.30000,0,0.05100,0.01600,-0.01400,0,Mass,4.080000,,,0,0.000000,,,0,11.27,1.09,-0.97,0,489,,,0,87.420,,,0,1,0.062110,0.005980,-0.005980,0,,5779.00,78.00,-86.00,0,1.03,0.45,-0.10,0,1.10,0.22,-0.14,0,0.020,0.133,-0.164,0,[Fe/H],-0.089,,,0,4.46,0.05,-0.30,0,1144.8600000,46.1500000,-42.7600000
Kepler-276 c,1,3,0,31.88400000,,,0,0.199400,,,0,2.900,1.270,-0.280,0,0.259,0.113,-0.025,0,16.60000,4.40000,-3.60000,0,0.05200,0.01400,-0.01100,0,Mass,3.740000,,,0,0.000000,,,0,19.79,1.91,-1.71,0,563,,,0,86.920,,,0,1,0.091000,0.003740,-0.003740,0,,5779.00,78.00,-86.00,0,1.03,0.45,-0.10,0,1.10,0.22,-0.14,0,0.020,0.133,-0.164,0,[Fe/H],-0.089,,,0,4.46,0.05,-0.30,0,1144.8600000,46.1500000,-42.7600000
Kepler-276 b,1,3,0,14.12841000,0.00011100,-0.00011100,0,0.119000,,,0,2.870,1.350,-1.350,0,0.256,0.120,-0.120,0,8.60000,,,0,0.02710,,,0,M-R relationship,2.000000,,,0,0.000000,,,0,58.59,5.65,-5.07,0,739,,,0,87.470,,,0,0,0.062870,0.002920,-0.002920,0,,6105.00,200.00,-200.00,0,1.05,0.48,-0.48,0,1.04,0.06,-0.07,0,0.020,0.133,-0.164,0,[Fe/H],-0.089,,,0,4.45,0.30,-0.30,0,1144.8600000,46.1500000,-42.7600000
Kepler-275 d,1,3,0,35.67606200,0.00064100,-0.00064100,0,0.224000,,,0,3.330,0.740,-0.740,0,0.297,0.066,-0.066,0,11.10000,,,0,0.03480,,,0,M-R relationship,1.650000,,,0,0.000000,,,0,59.44,8.97,-7.51,0,671,,,0,88.840,,,0,0,0.047120,0.002570,-0.002570,0,,6165.00,100.00,-100.00,0,1.38,0.26,-0.26,0,1.16,0.08,-0.06,0,0.000,0.085,-0.101,0,[Fe/H],0.449,,,0,4.23,0.15,-0.15,0,2034.2500000,140.8200000,-124.0000000
Kepler-275 c,1,3,0,16.08813400,0.00016400,-0.00016400,0,0.132000,,,0,3.380,0.640,-0.640,0,0.302,0.057,-0.057,0,11.40000,,,0,0.03570,,,0,M-R relationship,1.620000,,,0,0.000000,,,0,171.82,25.93,-21.72,0,875,,,0,87.820,,,0,0,0.059780,0.001970,-0.001970,0,,6165.00,100.00,-100.00,0,1.38,0.26,-0.26,0,1.16,0.08,-0.06,0,0.000,0.085,-0.101,0,[Fe/H],0.449,,,0,4.23,0.15,-0.15,0,2034.2500000,140.8200000,-124.0000000
Kepler-275 b,1,3,0,10.30068200,0.00025400,-0.00025400,0,0.098000,,,0,2.340,0.450,-0.450,0,0.209,0.040,-0.040,0,6.08000,,,0,0.01910,,,0,M-R relationship,2.610000,,,0,0.000000,,,0,311.76,47.05,-39.41,0,1015,,,0,89.990,,,0,0,0.027180,0.001720,-0.001720,0,,6165.00,100.00,-100.00,0,1.38,0.26,-0.26,0,1.16,0.08,-0.06,0,0.000,0.085,-0.101,0,[Fe/H],0.449,,,0,4.23,0.15,-0.15,0,2034.2500000,140.8200000,-124.0000000
Kepler-274 c,1,2,0,33.19786100,0.00089400,-0.00089400,0,0.204000,,,0,1.840,1.000,-1.000,0,0.164,0.089,-0.089,0,4.04000,,,0,0.01270,,,0,M-R relationship,3.560000,,,0,0.000000,,,0,36.52,2.79,-2.56,0,678,,,0,88.530,,,0,0,0.033670,0.002970,-0.002970,0,,6023.00,200.00,-200.00,0,1.01,0.54,-0.54,0,1.08,0.09,-0.07,0,-0.211,0.014,-0.014,0,[M/H],0.201,,,0,4.44,0.30,-0.30,0,1333.6200000,42.7700000,-42.7700000
Kepler-274 b,1,2,0,11.63478800,0.00013400,-0.00013400,0,0.101000,,,0,1.540,0.840,-0.840,0,0.137,0.075,-0.075,0,2.99000,,,0,0.00940,,,0,M-R relationship,4.500000,,,0,0.000000,,,0,147.81,11.30,-10.38,0,961,,,0,89.820,,,0,0,0.029230,0.001690,-0.001690,0,,6023.00,200.00,-200.00,0,1.01,0.54,-0.54,0,1.08,0.09,-0.07,0,-0.211,0.014,-0.014,0,[M/H],0.201,,,0,4.44,0.30,-0.30,0,1333.6200000,42.7700000,-42.7700000
Kepler-273 c,1,2,0,8.01492700,0.00005200,-0.00005200,0,0.073000,,,0,1.980,1.150,-1.150,0,0.177,0.103,-0.103,0,4.58000,,,0,0.01440,,,0,M-R relationship,3.240000,,,0,0.000000,,,0,74.89,3.04,-2.92,0,865,,,0,87.690,,,0,0,0.036300,0.001400,-0.001400,0,,5626.00,200.00,-200.00,0,0.81,0.46,-0.46,0,0.94,0.04,-0.05,0,0.140,0.150,-0.150,0,[Fe/H],-0.341,,,0,4.51,0.30,-0.30,0,713.9640000,11.2930000,-10.9520000
Kepler-273 b,1,2,0,2.93653200,0.00000900,-0.00000900,0,0.037000,,,0,1.500,0.860,-0.860,0,0.134,0.077,-0.077,0,2.86000,,,0,0.00899,,,0,M-R relationship,4.660000,,,0,0.000000,,,0,285.64,11.59,-11.14,0,1209,,,0,87.290,,,0,0,0.035230,0.001130,-0.001130,0,,5626.00,200.00,-200.00,0,0.81,0.46,-0.46,0,0.94,0.04,-0.05,0,0.140,0.150,-0.150,0,[Fe/H],-0.341,,,0,4.51,0.30,-0.30,0,713.9640000,11.2930000,-10.9520000
Kepler-272 d,1,3,0,10.93730400,0.00007300,-0.00007300,0,0.091000,,,0,2.250,1.220,-1.220,0,0.201,0.109,-0.109,0,5.69000,,,0,0.01790,,,0,M-R relationship,2.740000,,,0,0.000000,,,0,141.13,5.77,-5.52,0,777,,,0,86.630,,,0,0,0.042160,0.001820,-0.001820,0,,5297.00,200.00,-200.00,0,0.93,0.50,-0.50,0,0.86,0.06,-0.03,0,0.090,0.056,-0.056,0,[M/H],0.066,,,0,4.43,0.30,-0.30,0,889.6080000,13.9090000,-13.9090000
